,Symbol,Company Name,CMP
920,HTMEDIA.NS,HT Media Limited,25.35000038
921,ALLSEC.NS,Allsec Technologies Limited,391.5499878
922,NBIFIN.NS,N. B. I. Industrial Finance Company Limited,2277.149902
923,RICOAUTO.NS,Rico Auto Industries Limited,46.90000153
924,STEELXIND.NS,STEEL EXCHANGE INDIA LIMITED,58.04999924
925,THEINVEST.NS,The Investment Trust Of India Limited,105.1999969
926,RCOM.NS,Reliance Communications Limited,2.700000048
927,MONTECARLO.NS,Monte Carlo Fashions Limited,307.8999939
928,NAVKARCORP.NS,Navkar Corporation Limited,41.70000076
929,BINDALAGRO.NS,Oswal Chemicals & Fertilizers Limited,24.70000076
930,TDPOWERSYS.NS,TD Power Systems Limited,195.8500061
931,MANINDS.NS,Man Industries (India) Limited,102.4000015
932,KOPRAN.NS,Kopran Limited,197.9499969
933,NITINSPIN.NS,Nitin Spinners Limited,121.25
934,LINCOLN.NS,Lincoln Pharmaceuticals Limited,292.6000061
935,EVERESTIND.NS,Everest Industries Limited,393.6000061
936,PRECWIRE.NS,Precision Wires India Limited,197.4499969
937,SATIN.NS,Satin Creditcare Network Limited,85.84999847
938,STCINDIA.NS,The State Trading Corporation of India Limited,94.80000305
939,ASIANTILES.NS,Asian Granito India Limited,187.8500061
940,VISHWARAJ.NS,Vishwaraj Sugar Industries Limited,144.3000031
941,HMVL.NS,Hindustan Media Ventures Limited,91.15000153
942,RSWM.NS,RSWM Limited,253.1499939
943,TNPETRO.NS,Tamilnadu PetroProducts Limited,99.69999695
944,UNIVCABLES.NS,Universal Cables Limited,198.75
945,SANGHVIMOV.NS,Sanghvi Movers Limited,168.0500031
946,SORILINFRA.NS,SORIL Infra Resources Limited,170.8000031
947,HITECH.NS,Hi-Tech Pipes Limited,415.3500061
948,GULPOLY.NS,Gulshan Polyols Limited,166.8500061
949,UNITECH.NS,Unitech Limited,2.450000048
950,NELCO.NS,NELCO Limited,243.1499939
951,V2RETAIL.NS,V2 Retail Limited,125.3000031
952,INDSWFTLAB.NS,Ind-Swift Laboratories Limited,86
953,REPRO.NS,Repro India Limited,380.9500122
954,SHREEPUSHK.NS,Shree Pushkar Chemicals & Fertilisers Limited,189.9499969
955,BCG.NS,Brightcom Group Limited,9.600000381
956,AJMERA.NS,Ajmera Realty & Infra India Limited,150.3999939
957,NECLIFE.NS,Nectar Lifesciences Limited,32.45000076
958,BLKASHYAP.NS,B. L. Kashyap and Sons Limited,18.85000038
959,RUSHIL.NS,Rushil Decor Limited,249.8999939
960,TBZ.NS,Tribhovandas Bhimji Zaveri Limited,80.65000153
961,THEJO.NS,Thejo Engineering Limited,2010
962,HEXATRADEX.NS,Hexa Tradex Limited,115.1500015
963,JAYAGROGN.NS,Jayant Agro Organics Limited,198.4499969
964,ADORWELD.NS,Ador Welding Limited,521.4000244
965,PILITA.NS,PIL ITALICA LIFESTYLE LIMITED,11.55000019
966,MADRASFERT.NS,Madras Fertilizers Limited,29.25
967,ORIENTHOT.NS,Oriental Hotels Limited,39.45000076
968,TCPLPACK.NS,TCPL Packaging Limited,481.8999939
969,SRHHYPOLTD.NS,Sree Rayalaseema Hi-Strength Hypo Limited,299
970,JAIBALAJI.NS,Jai Balaji Industries Limited,47.20000076
971,NRAIL.NS,N R Agarwal Industries Limited,228.3500061
972,KANORICHEM.NS,Kanoria Chemicals & Industries Limited,124.5999985
973,MAHEPC.NS,Mahindra EPC Irrigation Limited,153.3000031
974,CONTROLPR.NS,Control Print Limited,365.5499878
975,SPAL.NS,S. P. Apparels Limited,200.8000031
976,ATULAUTO.NS,Atul Auto Limited,187.8999939
977,HINDCOMPOS.NS,Hindustan Composites Limited,310.5
978,SHRIRAMEPC.NS,Shriram EPC Limited,4.849999905
979,KAYA.NS,Kaya Limited,314.8500061
980,ROSSELLIND.NS,Rossell India Limited,123
981,ZUARI.NS,Zuari Agro Chemicals Limited,97.30000305
982,ASAHISONG.NS,Asahi Songwon Colors Limited,371.9500122
983,IFBAGRO.NS,IFB Agro Industries Limited,494.0499878
984,SAKSOFT.NS,Saksoft Limited,480.2999878
985,PRECAM.NS,Precision Camshafts Limited,52.34999847
986,NAGAFERT.NS,Nagarjuna Fertilizers and Chemicals Limited,10
987,NAHARSPING.NS,Nahar Spinning Mills Limited,155
988,KAMDHENU.NS,Kamdhenu Limited,163.25
989,DHANBANK.NS,Dhanlaxmi Bank Limited,15.14999962
990,DLINKINDIA.NS,D-Link (India) Limited,107.9499969
991,PARSVNATH.NS,Parsvnath Developers Limited,11.60000038
992,SCHAND.NS,S Chand And Company Limited,97
993,PGIL.NS,Pearl Global Industries Limited,221.8500061
994,AVADHSUGAR.NS,Avadh Sugar & Energy Limited,310.7999878
995,SASTASUNDR.NS,Sastasundar Ventures Limited,212.8000031
996,TI.NS,Tilaknagar Industries Limited,37.15000153
997,NDTV.NS,New Delhi Television Limited,70.40000153
998,HLVLTD.NS,HLV LIMITED,9.050000191
999,FEL.NS,Future Enterprises Limited,10.10000038
1000,DICIND.NS,DIC India Limited,468.2000122
1001,JASH.NS,Jash Engineering Limited,414.25
1002,VIMTALABS.NS,Vimta Labs Limited,235.4499969
1003,HERCULES.NS,Hercules Hoists Limited,136.5500031
1004,XELPMOC.NS,Xelpmoc Design And Tech Limited,285.6000061
1005,AKASH.NS,Akash Infra-Projects Limited,226.1000061
1006,GALLANTT.NS,Gallantt Metal Limited,58.65000153
1007,VIPULLTD.NS,Vipul Limited,29.35000038
1008,REPL.NS,Rudrabhishek Enterprises Limited,236.1000061
1009,SREEL.NS,Sreeleathers Limited,170.1999969
1010,GANDHITUBE.NS,Gandhi Special Tubes Limited,332.9500122
1011,INFOBEAN.NS,InfoBeans Technologies Limited,273
1012,UTTAMSUGAR.NS,Uttam Sugar Mills Limited,144.3999939
1013,DVL.NS,Dhunseri Ventures Limited,209.0500031
1014,MAXIND.NS,Max India Limited,69.90000153
1015,ARVSMART.NS,Arvind SmartSpaces Limited,110.9000015
1016,ZOTA.NS,Zota Health Care LImited,183.75
1017,VENUSREM.NS,Venus Remedies Limited,318.2999878
1018,VISHNU.NS,Vishnu Chemicals Limited,407.8999939
1019,ZEELEARN.NS,Zee Learn Limited,13.39999962
1020,GOKEX.NS,Gokaldas Exports Limited,148.6499939
1021,KDDL.NS,KDDL Limited,286.7999878
1022,CYBERTECH.NS,Cybertech Systems And Software Limited,142.5500031
1023,URJA.NS,Urja Global Limited,6.800000191
1024,MANAKSIA.NS,Manaksia Limited,61.84999847
1025,VASCONEQ.NS,Vascon Engineers Limited,21.29999924
1026,BAFNAPH.NS,Bafna Pharmaceuticals Limited,134.3999939
1027,BIRLATYRE.NS,Birla Tyres Limited,28
1028,VERTOZ.NS,Vertoz Advertising Limited,222.6499939
1029,GENESYS.NS,Genesys International Corporation Limited,101.4499969
1030,HITECHGEAR.NS,The Hi-Tech Gears Limited,239.75
1031,SANGAMIND.NS,Sangam (India) Limited,104.8000031
1032,63MOONS.NS,63 moons technologies limited,88.44999695
1033,VLSFINANCE.NS,VLS Finance Limited,125.5999985
1034,BGRENERGY.NS,BGR Energy Systems Limited,62.70000076
1035,AURIONPRO.NS,Aurionpro Solutions Limited,151.1499939
1036,HPL.NS,HPL Electric & Power Limited,54.04999924
1037,UCALFUEL.NS,Ucal Fuel Systems Limited,165.1999969
1038,MIRCELECTR.NS,MIRC Electronics Limited,17.04999924
1039,SWELECTES.NS,Swelect Energy Systems Limited,223.25
1040,PPL.NS,Prakash Pipes Limited,180.1999969
1041,ASHIMASYN.NS,Ashima Limited,20.04999924
1042,ZEEMEDIA.NS,Zee Media Corporation Limited,9.850000381
1043,MENONBE.NS,Menon Bearings Limited,68.55000305
1044,GKWLIMITED.NS,GKW Limited,595.2999878
1045,VARDHACRLC.NS,Vardhman Acrylics Limited,43.59999847
1046,ORIENTBELL.NS,Orient Bell Limited,310.25
1047,GSCLCEMENT.NS,Gujarat Sidhee Cement Limited,40
1048,HCL-INSYS.NS,HCL Infosystems Limited,11.35000038
1049,ARTEMISMED.NS,Artemis Medicare Services Limited,
1050,MEP.NS,MEP Infrastructure Developers Limited,21.79999924
1051,HINDNATGLS.NS,Hindusthan National Glass & Industries Limited,34.75
1052,MARATHON.NS,Marathon Nextgen Realty Limited,64.75
1053,MSPL.NS,MSP Steel & Power Limited,10.85000038
1054,ORICONENT.NS,Oricon Enterprises Limited,25.10000038
1055,JUBLINDS.NS,Jubilant Industries Limited,285.0499878
1056,CUPID.NS,Cupid Limited,250
1057,FSC.NS,Future Supply Chain Solutions Limited,82.5
1058,PPAP.NS,PPAP Automotive Limited,217.8999939
1059,RUBYMILLS.NS,The Ruby Mills Limited,238.5
1060,GANESHHOUC.NS,Ganesh Housing Corporation Limited,87
1061,NAHARPOLY.NS,Nahar Poly Films Limited,150.5500031
1062,RELCAPITAL.NS,Reliance Capital Limited,16.14999962
1063,GOKULAGRO.NS,Gokul Agro Resources Limited,41.95000076
1064,NIPPOBATRY.NS,Indo-National Limited,1047.349976
1065,KHADIM.NS,Khadim India Limited,159.25
1066,ADVANIHOTR.NS,Advani Hotels & Resorts (India) Limited,63.45000076
1067,AHLWEST.NS,Asian Hotels (West) Limited,239.3999939
1068,DPABHUSHAN.NS,D. P. Abhushan Limited,131
1069,JINDRILL.NS,Jindal Drilling And Industries Limited,115.5500031
1070,BCLIND.NS,Bcl Industries Limited,181.25
1071,THEMISMED.NS,Themis Medicare Limited,797.75
1072,GUJAPOLLO.NS,Gujarat Apollo Industries Limited,221.1000061
1073,HARRMALAYA.NS,Harrisons  Malayalam Limited,190.8999939
1074,PTL.NS,PTL Enterprises Limited,42.95000076
1075,CHEMBOND.NS,Chembond Chemicals Ltd,198.1999969
1076,PROZONINTU.NS,Prozone Intu Properties Limited,40.15000153
1077,SREINFRA.NS,SREI Infrastructure Finance Limited,7.900000095
1078,GOACARBON.NS,Goa Carbon Limited,359.0499878
1079,TALBROAUTO.NS,Talbros Automotive Components Limited,245.9499969
1080,ORIENTABRA.NS,Orient Abrasives Limited,24.64999962
1081,INVENTURE.NS,Inventure Growth & Securities Limited,35.20000076
1082,RAMANEWS.NS,Shree Rama Newsprint Limited,18.75
1083,MCL.NS,Madhav Copper Limited,85.59999847
1084,LASA.NS,Lasa Supergenerics Limited,73.84999847
1085,CREST.NS,Crest Ventures Limited,102.9000015
1086,BRNL.NS,Bharat Road Network Limited,30.85000038
1087,EROSMEDIA.NS,Eros International Media Limited,30.35000038
1088,MODIRUBBER.NS,Modi Rubber Limited,74.34999847
1089,WALCHANNAG.NS,Walchandnagar Industries Limited,78.30000305
1090,TVSELECT.NS,TVS Electronics Limited,155.6999969
1091,CAREERP.NS,Career Point Limited,135
1092,ZUARIGLOB.NS,Zuari Global Limited,92.55000305
1093,SECURKLOUD.NS,SECUREKLOUD TECHNOLOGIES LIMITED,85.09999847
1094,KRISHANA.NS,Krishana Phoschem Limited,87
1095,AYMSYNTEX.NS,AYM Syntex Limited,74.75
1096,PENIND.NS,Pennar Industries Limited,27.35000038
1097,BIRLAMONEY.NS,Aditya Birla Money Limited,46.45000076
1098,PDMJEPAPER.NS,Pudumjee Paper Products Limited,32.59999847
1099,KOTARISUG.NS,Kothari Sugars And Chemicals Limited,38.25
1100,ALANKIT.NS,Alankit Limited,17.95000076
1101,PENINLAND.NS,Peninsula Land Limited,8.050000191
1102,GIRRESORTS.NS,GIR Natureview Resorts Limited,119.9499969
1103,HDIL.NS,Housing Development and Infrastructure Limited,5.550000191
1104,LINCPEN.NS,Linc Pen & Plastics Limited,164.8000031
1105,JPINFRATEC.NS,Jaypee Infratech Limited,2.599999905
1106,VETO.NS,Veto Switchgears And Cables Limited,126.75
1107,MAHESHWARI.NS,Maheshwari Logistics Limited,112
1108,ADSL.NS,Allied Digital Services Limited,62.34999847
1109,RNAVAL.NS,Reliance Naval and Engineering Limited,3.599999905
1110,TRIL.NS,Transformers And Rectifiers (India) Limited,28.10000038
1111,OMINFRAL.NS,OM INFRA LIMITED,27.70000076
1112,LIBERTSHOE.NS,Liberty Shoes Limited,145.6499939
1113,MMP.NS,MMP Industries Limited,98.44999695
1114,MBAPL.NS,Madhya Bharat Agro Products Limited,91.15000153
1115,ALBERTDAVD.NS,Albert David Limited,467.8999939
1116,BRFL.NS,Bombay Rayon Fashions Limited,6.449999809
1117,VINYLINDIA.NS,Vinyl Chemicals (India) Limited,144.6999969
1118,PITTIENG.NS,Pitti Engineering Limited,106.0500031
1119,KHAICHEM.NS,Khaitan Chemicals & Fertilizers Limited,34.25
1120,HITECHCORP.NS,Hitech Corporation Limited,175.6000061
1121,GEECEE.NS,GeeCee Ventures Limited,111.6500015
1122,SDBL.NS,Som Distilleries & Breweries Limited,47.04999924
1123,SPTL.NS,Sintex Plastics Technology Limited,4.25
1124,JAGSNPHARM.NS,Jagsonpal Pharmaceuticals Limited,131.0500031
1125,ZODIACLOTH.NS,Zodiac Clothing Company Limited,106.5
1126,MBLINFRA.NS,MBL Infrastructures Limited,23.64999962
1127,BIL.NS,Bhartiya International Limited,214.3999939
1128,KANPRPLA.NS,Kanpur Plastipack Limited,237.25
1129,SILINV.NS,SIL Investments Limited,235.1499939
1130,WANBURY.NS,Wanbury Limited,104.75
1131,SINTERCOM.NS,Sintercom India Limited,82.5
1132,SELAN.NS,Selan Exploration Technology Limited,151.8500061
1133,SARLAPOLY.NS,Sarla Performance Fibers Limited,36.54999924
1134,SINTEX.NS,Sintex Industries Limited,3.799999952
1135,PODDARMENT.NS,Poddar Pigments Limited,223.5
1136,MCLEODRUSS.NS,Mcleod Russel India Limited,36.20000076
1137,WINDMACHIN.NS,Windsor Machines Limited,35.90000153
1138,UFO.NS,UFO Moviez India Limited,94.55000305
1139,HIRECT.NS,Hind Rectifiers Limited,148.1000061
1140,REFEX.NS,Refex Industries Limited,144.3000031
1141,SALZERELEC.NS,Salzer Electronics Limited,151.3500061
1142,VIKASMCORP.NS,Vikas Multicorp Limited,3.150000095
1143,UGARSUGAR.NS,The Ugar Sugar Works Limited,28.85000038
1144,AIRAN.NS,Airan Limited,22.14999962
1145,EIMCOELECO.NS,Eimco Elecon (India) Limited,385.6499939
1146,BASML.NS,Bannari Amman Spinning Mills Limited,82.25
1147,EIFFL.NS,Euro India Fresh Foods Limited,79.75
1148,JAYSREETEA.NS,Jayshree Tea & Industries Limited,97.75
1149,ASTRON.NS,Astron Paper & Board Mill Limited,52.45000076
1150,TRIGYN.NS,Trigyn Technologies Limited,104.1999969
1151,AKSHARCHEM.NS,AksharChem India Limited,297.4500122
1152,APOLLO.NS,Apollo Micro Systems Limited,111.3499985
1153,KOTHARIPRO.NS,Kothari Products Limited,80.69999695
1154,MAJESCO.NS,Majesco Limited,76.19999695
1155,STARPAPER.NS,Star Paper Mills Limited,146.1999969
1156,SETCO.NS,Setco Automotive Limited,20.25
1157,ONWARDTEC.NS,Onward Technologies Limited,202.25
1158,GENCON.NS,Generic Engineering Construction and Projects Limited,45.34999847
1159,CONSOFINVT.NS,Consolidated Finvest & Holdings Limited,63.34999847
1160,GULFPETRO.NS,GP Petroleums Limited,61.90000153
1161,SHIVATEX.NS,Shiva Texyarn Limited,200.5500031
1162,GENUSPAPER.NS,Genus Paper & Boards Limited,9.600000381
1163,AHLEAST.NS,Asian Hotels (East) Limited,196.6000061
1164,BIRLACABLE.NS,Birla Cable Limited,75.69999695
1165,MAZDA.NS,Mazda Limited,651.4500122
1166,DTIL.NS,Dhunseri Tea & Industries Limited,356.7000122
1167,SHIVAMAUTO.NS,Shivam Autotech Limited,26.29999924
1168,GOKUL.NS,Gokul Refoils and Solvent Limited,37.45000076
1169,SPECIALITY.NS,Speciality Restaurants Limited,53.29999924
1170,CHEMFAB.NS,Chemfab Alkalis Limited,146.9499969
1171,INSPIRISYS.NS,Inspirisys Solutions Limited,43.40000153
1172,SHEMAROO.NS,Shemaroo Entertainment Limited,129.4499969
1173,SAKAR.NS,Sakar Healthcare Limited,56.90000153
1174,RANEENGINE.NS,Rane Engine Valve Limited,297.75
1175,NAHARINDUS.NS,Nahar Industrial Enterprises Limited,66.90000153
1176,NAHARCAP.NS,Nahar Capital and Financial Services Limited,133.0500031
1177,SIMPLEXINF.NS,Simplex Infrastructures Limited,39.20000076
1178,UNIVPHOTO.NS,Universus Photo Imagings Limited,216.1999969
1179,ROHLTD.NS,Royal Orchid Hotels Limited,84.25
1180,ABAN.NS,Aban Offshore Limited,38.95000076
1181,BANSWRAS.NS,Banswara Syntex Limited,175.4499969
1182,NILAINFRA.NS,Nila Infrastructures Limited,5.050000191
1183,KREBSBIO.NS,Krebs Biochemicals and Industries Limited,122.6999969
1184,KCPSUGIND.NS,KCP Sugar and Industries Corporation Limited,22.20000076
1185,RAJTV.NS,Raj Television Network Limited,39.65000153
1186,NIRAJ.NS,Niraj Cement Structurals Limited,42.15000153
1187,PREMEXPLN.NS,Premier Explosives Limited,147.25
1188,AGARIND.NS,Agarwal Industrial Corporation Limited,212.1000061
1189,DHUNINV.NS,Dhunseri Investments Limited,415.6499939
1190,BBTCL.NS,B&B Triplewall Containers Limited,
1191,ESSARSHPNG.NS,Essar Shipping Limited,10.25
1192,EMKAY.NS,Emkay Global Financial Services Limited,79.5
1193,DCMNVL.NS,DCM Nouvelle Limited,126.6500015
1194,MANGALAM.NS,Mangalam Drugs And Organics Limited,134.5500031
1195,ANDHRACEMT.NS,Andhra Cements Limited,10.10000038
1196,ISMTLTD.NS,ISMT Limited,16.95000076
1197,GREENPOWER.NS,Orient Green Power Company Limited,2.400000095
1198,ORBTEXP.NS,Orbit Exports Limited,68.84999847
1199,BIGBLOC.NS,Bigbloc Construction Limited,93.59999847
1200,SHREYAS.NS,Shreyas Shipping & Logistics Limited,223.6499939
1201,MANAKSTEEL.NS,Manaksia Steels Limited,29.04999924
1202,DONEAR.NS,Donear Industries Limited,37.40000153
1203,CAPTRUST.NS,Capital Trust Limited,91.44999695
1204,BHARATWIRE.NS,Bharat Wire Ropes Limited,55.59999847
1205,KOTHARIPET.NS,Kothari Petrochemicals Limited,39.5
1206,3RDROCK.NS,3rd Rock Multimedia Limited,64.59999847
1207,GOODLUCK.NS,Goodluck India Limited,113.0999985
1208,TIL.NS,TIL Limited,176.1000061
1209,WELINV.NS,Welspun Investments and Commercials Limited,410.6499939
1210,BROOKS.NS,Brooks Laboratories Limited,103.4000015
1211,STEL.NS,Stel Holdings Limited,89.40000153
1212,NDL.NS,Nandan Denim Limited,45.70000076
1213,PARACABLES.NS,Paramount Communications Limited,11.89999962
1214,RUCHIRA.NS,Ruchira Papers Limited,76.84999847
1215,AXISCADES.NS,AXISCADES Technologies Limited,81.19999695
1216,ASPINWALL.NS,Aspinwall and Company Limited,207.0500031
1217,SOUTHWEST.NS,South West Pinnacle Exploration Limited,38
1218,UNITEDTEA.NS,The United Nilgiri Tea Estates Company Limited,335.7000122
1219,SMSLIFE.NS,SMS Lifesciences India Limited,611.5499878
1220,EMMBI.NS,Emmbi Industries Limited,105.6500015
1221,RANASUG.NS,Rana Sugars Limited,15.64999962
1222,APOLSINHOT.NS,Apollo Sindoori Hotels Limited,873.7000122
1223,BSHSL.NS,Bombay Super Hybrid Seeds Limited,96.30000305
1224,ARIHANTSUP.NS,Arihant Superstructures Limited,84.40000153
1225,IRISDOREME.NS,Iris Clothings Limited,60
1226,DPWIRES.NS,D P Wires Limited,145.1499939
1227,REVATHI.NS,Revathi Equipment Limited,576.7999878
1228,RKEC.NS,RKEC Projects Limited,40
1229,PIONDIST.NS,Pioneer Distilleries Limited,124.4499969
1230,MAGADSUGAR.NS,Magadh Sugar & Energy Limited,218.8999939
1231,ELECTHERM.NS,Electrotherm (India) Limited,132.6999969
1232,SHREYANIND.NS,Shreyans Industries Limited,105
1233,MAWANASUG.NS,Mawana Sugars Limited,52.70000076
1234,BHAGYANGR.NS,Bhagyanagar India Limited,53
1235,HINDMOTORS.NS,Hindustan Motors Limited,7.900000095
1236,NITCO.NS,Nitco Limited,25.54999924
1237,SUNDRMBRAK.NS,Sundaram Brake Linings Limited,352.5
1238,GINNIFILA.NS,Ginni Filaments Limited,30.45000076
1239,VIDEOIND.NS,Videocon Industries Limited,5.599999905
1240,OSWALAGRO.NS,Oswal Agro Mills Limited,12.64999962
1241,CEBBCO.NS,Commercial Engineers & Body Builders Co Limited,19.85000038
1242,BALLARPUR.NS,Ballarpur Industries Limited,1.25
1243,SUPERHOUSE.NS,Superhouse Limited,150.75
1244,MBECL.NS,Mcnally Bharat Engineering Company Limited,7.900000095
1245,WEALTH.NS,Wealth First Portfolio Managers Limited,92.09999847
1246,MARALOVER.NS,Maral Overseas Limited,39.84999847
1247,VIVIMEDLAB.NS,Vivimed Labs Limited,30.64999962
1248,EMKAYTOOLS.NS,Emkay Taps and Cutting Tools Limited,
1249,DENORA.NS,De Nora India Limited,345.2000122
1250,ROML.NS,Raj Oil Mills Limited,
1251,ELGIRUBCO.NS,Elgi Rubber Company Limited,37
1252,DANGEE.NS,Dangee Dums Limited,92
1253,WEBELSOLAR.NS,Websol Energy System Limited,51.59999847
1254,AAKASH.NS,Aakash Exploration Services Limited,53.20000076
1255,KAKATCEM.NS,Kakatiya Cement Sugar & Industries Limited,251.8500061
1256,UMANGDAIRY.NS,Umang Dairies Limited,73.30000305
1257,PRECOT.NS,Precot Limited,179.0500031
1258,CLEDUCATE.NS,CL Educate Limited,89.15000153
1259,RPPINFRA.NS,R.P.P. Infra Projects Limited,71.65000153
1260,JHS.NS,JHS Svendgaard Laboratories Limited,20.89999962
1261,JOCIL.NS,Jocil Limited,190.9499969
1262,PONNIERODE.NS,Ponni Sugars (Erode) Limited,200.0500031
1263,SIL.NS,Standard Industries Limited,16.60000038
1264,IITL.NS,Industrial Investment Trust Limited,75.84999847
1265,AUTOIND.NS,Autoline Industries Limited,38
1266,KILITCH.NS,Kilitch Drugs (India) Limited,161.5500031
1267,INDTERRAIN.NS,Indian Terrain Fashions Limited,34.15000153
1268,20MICRONS.NS,20 Microns Limited,62.54999924
1269,JMTAUTOLTD.NS,JMT Auto Limited,2.650000095
1270,SKMEGGPROD.NS,SKM Egg Products Export (India) Limited,80.65000153
1271,SEYAIND.NS,Seya Industries Limited,56.65000153
1272,MAHASTEEL.NS,Mahamaya Steel Industries Limited,88.90000153
1273,PASHUPATI.NS,Pashupati Cotspin Limited,76.5
1274,LOVABLE.NS,Lovable Lingerie Limited,131.6000061
1275,JBFIND.NS,JBF Industries Limited,24.75
1276,CREATIVE.NS,Creative Peripherals and Distribution Limited,84.75
1277,RUCHINFRA.NS,Ruchi Infrastructure Limited,8.449999809
1278,COMPINFO.NS,Compuage Infocom Limited,28.20000076
1279,TPLPLASTEH.NS,TPL Plastech Limited,245.4499969
1280,PENTAGOLD.NS,Penta Gold Limited,
1281,IVC.NS,IL&FS Investment Managers Limited,5.650000095
1282,PODDARHOUS.NS,Poddar Housing and Development Limited,191.9499969
1283,AHLADA.NS,Ahlada Engineers Limited,70
1284,RAMASTEEL.NS,Rama Steel Tubes Limited,75.59999847
1285,TOUCHWOOD.NS,Touchwood Entertainment Limited,85.90000153
1286,RHFL.NS,Reliance Home Finance Limited,3.299999952
1287,VIPCLOTHNG.NS,VIP Clothing Limited,17.45000076
1288,ASIANHOTNR.NS,Asian Hotels (North) Limited,83.75
1289,SHYAMCENT.NS,Shyam Century Ferrous Limited,8.25
1290,BETA.NS,Beta Drugs Limited,
1291,MGEL.NS,Mangalam Global Enterprise Limited,42
1292,MOLDTECH.NS,Mold-Tek Technologies Limited,59.5
1293,TCIDEVELOP.NS,TCI Developers Limited,452.25
1294,SHRENIK.NS,Shrenik Limited,2.299999952
1295,DRCSYSTEMS.NS,DRC Systems India Limited,291
1296,ALPHAGEO.NS,Alphageo (India) Limited,285.5
1297,SAKUMA.NS,Sakuma Exports Limited,6.900000095
1298,SAKHTISUG.NS,Sakthi Sugars Limited,12.64999962
1299,NOIDATOLL.NS,Noida Toll Bridge Company Limited,5.849999905
1300,NDRAUTO.NS,Ndr Auto Components Limited,212.6000061
1301,SMARTLINK.NS,Smartlink Holdings Limited,93.05000305
1302,HUBTOWN.NS,Hubtown Limited,22.64999962
1303,BPL.NS,BPL Limited,35.29999924
1304,FCSSOFT.NS,FCS Software Solutions Limited,1.350000024
1305,EMAMIREAL.NS,Emami Realty Limited,63.29999924
1306,DRSDILIP.NS,DRS Dilip Roadlines Limited,
1307,PRIMESECU.NS,Prime Securities Limited,55.04999924
1308,UTTAMSTL.NS,Uttam Galva Steels Limited,8
1309,RAJMET.NS,Rajnandini Metal Limited,31.04999924
1310,DEEPENR.NS,DEEP ENERGY RESOURCES LIMITED,42.25
1311,SILVERTUC.NS,Silver Touch Technologies Limited,
1312,KMSUGAR.NS,K.M.Sugar Mills Limited,19.5
1313,BIOFILCHEM.NS,Biofil Chemicals & Pharmaceuticals Limited,70.15000153
1314,MINDTECK.NS,Mindteck (India) Limited,75.59999847
1315,GRPLTD.NS,GRP Limited,1047.349976
1316,GPTINFRA.NS,GPT Infraprojects Limited,55.54999924
1317,DUCON.NS,Ducon Infratechnologies Limited,9.350000381
1318,PIONEEREMB.NS,Pioneer Embroideries Limited,53
1319,ICEMAKE.NS,Ice Make Refrigeration Limited,55.29999924
1320,MAANALU.NS,Maan Aluminium Limited,204.1000061
1321,KSOLVES.NS,Ksolves India Limited,
1322,LSIL.NS,Lloyds Steels Industries Limited,2.099999905
1323,PRAXIS.NS,Praxis Home Retail Limited,45.40000153
1324,INNOVANA.NS,Innovana Thinklabs Limited,
1325,PAVNAIND.NS,Pavna Industries Limited,
1326,MURUDCERA.NS,Murudeshwar Ceramics Limited,25.54999924
1327,ARIES.NS,Aries Agro Limited,114.1999969
1328,IVP.NS,IVP Limited,127.1999969
1329,KAPSTON.NS,Kapston Facilities Management Limited,89.84999847
1330,ISFT.NS,Intrasoft Technologies Limited,84.09999847
1331,SOFTTECH.NS,Softtech Engineers Limited,95.55000305
1332,TEMBO.NS,Tembo Global Industries Limited,178.6000061
1333,TTL.NS,T T Limited,66.65000153
1334,RVHL.NS,Ravinder Heights Limited,21.95000076
1335,SPLIL.NS,SPL Industries Limited,47.15000153
1336,MOTOGENFIN.NS,The Motor & General Finance Limited,19.89999962
1337,ARROWGREEN.NS,Arrow Greentech Limited,112.8000031
1338,TRF.NS,TRF Limited,106.6999969
1339,GROBTEA.NS,The Grob Tea Company Limited,971.2000122
1340,MAHAPEXLTD.NS,Maha Rashtra Apex Corporation Limited,89.94999695
1341,ANSALAPI.NS,Ansal Properties & Infrastructure Limited,6.550000191
1342,PALREDTEC.NS,Palred Technologies Limited,151.8500061
1343,BHAGYAPROP.NS,Bhagyanagar Properties Limited,31.10000038
1344,RPPL.NS,Rajshree Polypack Limited,
1345,INDOTECH.NS,Indo Tech Transformers Limited,127.3000031
1346,MACPOWER.NS,Macpower CNC Machines Limited,104.75
1347,PANSARI.NS,Pansari Developers Limited,
1348,AMJLAND.NS,Amj Land Holdings Limited,27.45000076
1349,LGBFORGE.NS,LGB Forge Limited,4.300000191
1350,ADHUNIKIND.NS,Adhunik Industries Limited,28.64999962
1351,GSS.NS,GSS Infotech Limited,65.5
1352,SIGIND.NS,Signet Industries Limited,55.29999924
1353,CINELINE.NS,Cineline India Limited,44.09999847
1354,GILLANDERS.NS,Gillanders Arbuthnot & Company Limited,43.65000153
1355,OPTOCIRCUI.NS,Opto Circuits (India) Limited,4.699999809
1356,AKSHOPTFBR.NS,Aksh Optifibre Limited,7
1357,CORALFINAC.NS,Coral India Finance & Housing Limited,33.90000153
1358,OMAXAUTO.NS,Omax Autos Limited,46.25
1359,XPROINDIA.NS,Xpro India Limited,144.6000061
1360,SPECTRUM.NS,Spectrum Electrical Industries Limited,
